iter	Logloss
147	0.4139166128
148	0.4129648817
149	0.4122059964
150	0.4117156005
151	0.4115879068
152	0.4109458661
153	0.41069429
154	0.4102103116
155	0.4095892638
156	0.4092318819
157	0.4089367374
158	0.4085779571
159	0.4080622718
160	0.4074625779
161	0.406997438
162	0.4065432169
163	0.4063883178
164	0.4058067195
165	0.405467609
166	0.405142462
167	0.4050617707
168	0.404982704
169	0.4046925883
170	0.4045513059
171	0.4041440811
172	0.4035364204
173	0.4031403342
174	0.4028051216
175	0.4023138617
176	0.4019188429
177	0.4017520566
178	0.401395986
179	0.4010256455
180	0.4008806032
181	0.4003910715
182	0.4003488293
183	0.3997689444
184	0.3996300836
185	0.399397689
186	0.3990943757
187	0.3990345438
188	0.3990060159
189	0.3988693654
190	0.3984882953
191	0.3983062671
192	0.3981678968
193	0.397988237
194	0.3976661043
195	0.3974857418
196	0.3970497371
197	0.3969319446
198	0.3968989169
199	0.3964137685
200	0.3963491592
201	0.396173713
202	0.395870144
203	0.395782522
204	0.395664228
205	0.3955153796
206	0.3954108514
207	0.3951383044
208	0.3950884431
209	0.3950083742
210	0.3947659278
211	0.3946187163
212	0.3942118643
213	0.3941668268
214	0.3939243356
215	0.3938854893
216	0.3937785218
217	0.3935540537
218	0.3935136848
219	0.3935062245
220	0.3933349429
221	0.3928567053
222	0.3925011517
223	0.3924676614
224	0.3923900575
225	0.3923371889
226	0.3923051481
227	0.3922418252
228	0.3921215368
229	0.3919105841
230	0.3915444294
231	0.3914130943
232	0.3913534497
233	0.3911217226
234	0.3908412572
235	0.3907719739
236	0.3906379257
237	0.3905030494
238	0.3902739809
239	0.3901181666
240	0.3897458293
241	0.3897249636
242	0.3894743738
243	0.389425015
244	0.38931214
245	0.3892589281
246	0.388833512
247	0.3887416912
248	0.388620201
249	0.388616135
250	0.3882975646
251	0.3882359636
252	0.3881437507
253	0.387991539
254	0.3877877255
255	0.3875976028
256	0.3875610876
257	0.3873865845
258	0.3873491915
259	0.3872175369
260	0.3871956302
261	0.3871850595
262	0.3869707714
263	0.3866744926
264	0.3865820254
265	0.3863161947
266	0.3862591414
267	0.3860200996
268	0.3859653441
269	0.3856882951
270	0.3855222367
271	0.3854895066
272	0.3853832855
273	0.3853808045
274	0.3852932886
275	0.3852818405
276	0.3851378523
277	0.3848878067
278	0.3848708092
279	0.384691491
280	0.3844791289
281	0.3841646924
282	0.3838359145
283	0.3836353314
284	0.3834025549
285	0.3831585618
286	0.3831566671
287	0.3829909578
288	0.3826455106
289	0.3824253205
290	0.3823120842
291	0.3822922867
292	0.3821128519
293	0.3817512969
294	0.3817408238
295	0.3815380161
296	0.3814220034
297	0.38123106
298	0.3810768755
299	0.3808335722
300	0.3804419371
301	0.3802757176
302	0.380244423
303	0.3802040719
304	0.3801986453
305	0.3800558371
306	0.3800402015
307	0.379910904
308	0.3798387407
309	0.3798003653
310	0.3797700835
311	0.3796200563
312	0.3794638159
313	0.3794519991
314	0.3792301595
315	0.3791249312
316	0.3788702613
317	0.378818142
318	0.3787779258
319	0.3787254905
320	0.3784035316
321	0.3781440903
322	0.3780333554
323	0.3779802606
324	0.3779631377
325	0.3778578583
326	0.3777579764
327	0.3776842872
328	0.3775686179
329	0.377512328
330	0.3772585894
331	0.3772462905
332	0.3772346709
333	0.3772249699
334	0.3771423713
335	0.3769865114
336	0.3767447774
337	0.3765416335
338	0.3765410383
339	0.3764391007
340	0.3762477156
341	0.3762209107
342	0.3760945954
343	0.3756541666
344	0.3756421324
345	0.3756098854
346	0.3754771266
347	0.3752859958
348	0.3750347292
349	0.3749333724
350	0.3747936425
351	0.3747102132
352	0.3746874992
353	0.374466896
354	0.3744546041
355	0.37430237
356	0.3740968519
357	0.3739985358
358	0.3735721649
359	0.3735020972
360	0.3734535014
361	0.3734293738
362	0.3733275914
363	0.3732700406
364	0.3730939708
365	0.3730776327
366	0.3729909592
367	0.3729375357
368	0.3728301187
369	0.3725737402
370	0.3725494123
371	0.372447925
372	0.372447465
373	0.3722404553
374	0.372203016
375	0.3721776186
376	0.3720492109
377	0.3720287232
378	0.3720201396
379	0.3720049944
380	0.3719875794
381	0.3719355783
382	0.3719209346
383	0.3716886282
384	0.3714296123
385	0.3714216371
386	0.3714044754
387	0.371358909
388	0.3713255051
389	0.3711798111
390	0.3710237478
391	0.371013923
392	0.3707708846
393	0.3707528971
394	0.3705558209
395	0.3705078297
396	0.370389634
397	0.3702079938
398	0.3702015741
399	0.3700864461
400	0.3700143946
401	0.3699310419
402	0.369710588
403	0.3694976979
404	0.3694679634
405	0.3693797423
406	0.369205566
407	0.3691204954
408	0.3691145817
409	0.3690838744
410	0.3689248025
411	0.3688566436
412	0.3687791932
413	0.3686926047
414	0.3685811093
415	0.3685810366
416	0.3685215621
417	0.3684463816
418	0.3684007502
419	0.3683965019
420	0.3682429442
421	0.3681971189
422	0.3680812225
423	0.3680256173
424	0.3674038367
425	0.3673680248
426	0.3673455514
427	0.3673354574
428	0.3672292374
429	0.3672235382
430	0.3669731095
431	0.3669333481
432	0.3668613318
433	0.3667859591
434	0.3666233061
435	0.3665570071
436	0.3665377863
437	0.366436669
438	0.3663433675
439	0.3663202881
440	0.366288094
441	0.3662253584
442	0.3662167682
443	0.366202958
444	0.3659953522
445	0.3658156023
446	0.3656898676
447	0.3654753104
448	0.365457743
449	0.3654157524
450	0.365385914
451	0.3653627095
452	0.3653106472
453	0.3652559959
454	0.3651170334
455	0.3649618982
456	0.3649181829
457	0.3648570683
458	0.3647488749
459	0.3645757816
460	0.364473759
461	0.3644077654
462	0.3642016701
463	0.3641905168
464	0.3639872588
465	0.3638932026
466	0.3638795567
467	0.36376593
468	0.3637066328
469	0.3637027756
470	0.363697823
471	0.363421894
472	0.3633977941
473	0.3633407894
474	0.3632240208
475	0.3632044178
476	0.3631813567
477	0.3630646809
478	0.3630411858
479	0.3629120568
480	0.3628347964
481	0.3626249133
482	0.3624645017
483	0.362294461
484	0.3621337362
485	0.3620298734
486	0.3618098082
487	0.3617082436
488	0.3615925195
489	0.3613427161
490	0.3613241406
491	0.3613167453
492	0.3612848545
493	0.3611069924
494	0.360919542
495	0.3609073728
496	0.3607910431
497	0.3605964627
498	0.3602956668
499	0.3601776935
500	0.3601740096
501	0.3601312074
502	0.360014898
503	0.3598795193
504	0.3597554675
505	0.3596114033
506	0.3596030514
507	0.3594894788
508	0.359355138
509	0.3591946007
510	0.3591292993
511	0.3591013021
512	0.3590066676
513	0.3589141224
514	0.3588978738
515	0.3586141122
516	0.3584102029
517	0.3583426223
518	0.3583023249
519	0.3580783457
520	0.3580492625
521	0.3579777137
522	0.357907135
523	0.357601973
524	0.3575020454
525	0.3574675462
526	0.3574028822
527	0.3573687054
528	0.3573049326
529	0.3571490697
530	0.3570691377
531	0.3569506214
532	0.3568929496
533	0.3567415907
534	0.3567265981
535	0.3566776233
536	0.3566186875
537	0.3563730267
538	0.3563522054
539	0.3562338546
540	0.3561488537
541	0.3561309329
542	0.3561012586
543	0.3560068512
544	0.3559316219
545	0.3557500349
546	0.3557045546
547	0.3556710441
548	0.3556554693
549	0.3555080524
550	0.3553240257
551	0.3552541678
552	0.3551958691
553	0.3551890914
554	0.3549884207
555	0.354863294
556	0.3548035014
557	0.3545917953
558	0.3545268261
559	0.354526826
560	0.3544432438
561	0.354424681
562	0.3543492162
563	0.3542714339
564	0.3542397949
565	0.354100513
566	0.354008804
567	0.3539680954
568	0.3539287579
569	0.3537344887
570	0.3535669722
571	0.3533164316
572	0.3531097734
573	0.3530459809
574	0.3529423391
575	0.3529397206
576	0.3526815978
577	0.3525811825
578	0.3523728527
579	0.352366071
580	0.3523253775
581	0.3522243819
582	0.3520782494
583	0.3520765736
584	0.3519988483
585	0.3519874704
586	0.3519295209
587	0.3518496627
588	0.3517909825
589	0.3517846496
590	0.3517616786
591	0.3517503991
592	0.3517443826
593	0.3517441896
594	0.3517155147
595	0.3514411922
596	0.3513729262
597	0.3512437601
598	0.3512437583
599	0.3510838778
600	0.3510728184
601	0.3510707192
602	0.3510444554
603	0.3510083115
604	0.3509465328
605	0.350831605
606	0.3508004167
607	0.3506771828
608	0.3504526615
609	0.3504418645
610	0.3502801111
611	0.3502593426
612	0.3502018466
613	0.3500545169
614	0.349933118
615	0.3498398749
616	0.349799348
617	0.349725142
618	0.3497218902
619	0.349585157
620	0.3494559816
621	0.3494183835
622	0.3493680426
623	0.3491561376
624	0.3491333759
625	0.3491205486
626	0.34899061
627	0.3489177852
628	0.3487525131
629	0.3486453281
630	0.3486348236
631	0.3486235669
632	0.3485050849
633	0.3484506014
634	0.3484206339
635	0.3484079857
636	0.3484059715
637	0.3483818971
638	0.348154901
639	0.3481424488
640	0.3480802201
641	0.3480285157
642	0.3479814389
643	0.3478814328
644	0.3478163928
645	0.3477106333
646	0.3476167713
647	0.3475667246
648	0.3474629052
649	0.3472943239
650	0.347124747
651	0.3470699009
652	0.3469257116
653	0.346692295
654	0.3466545108
655	0.3465149807
656	0.3464805311
657	0.3464295673
658	0.3463149939
659	0.3462404217
660	0.3462282587
661	0.3459815992
662	0.3459596275
663	0.3458133637
664	0.3457274369
665	0.3456152741
666	0.3455330116
667	0.3454109107
668	0.3453559076
669	0.3452437095
670	0.3450996957
671	0.3450789447
672	0.3450119789
673	0.3449711899
674	0.344940337
675	0.3448597121
676	0.3447452996
677	0.3447213709
678	0.3447115564
679	0.3444805329
680	0.3443363783
681	0.3441821324
682	0.3441754071
683	0.3440193413
684	0.3439254326
685	0.3438842632
686	0.3438456409
687	0.3438017553
688	0.3436212717
689	0.3433759071
690	0.3433625186
691	0.3433088772
692	0.3432170371
693	0.3429835513
694	0.3429226488
695	0.342774526
696	0.342757168
697	0.3425849435
698	0.3425782199
699	0.3424481947
700	0.3423761531
701	0.3423540707
702	0.3422679259
703	0.3422503647
704	0.3421464232
705	0.3421399172
706	0.3420856742
707	0.3419359873
708	0.3417863591
709	0.341779946
710	0.3417274023
711	0.3416265625
712	0.3416173793
713	0.3413577424
714	0.3413438587
715	0.3412267367
716	0.3412204656
717	0.3412114292
718	0.3410308992
719	0.3409090869
720	0.3408299107
721	0.3407811419
722	0.3406843064
723	0.3405363487
724	0.3404031433
725	0.340117914
726	0.3401119131
727	0.3400852778
728	0.3400292868
729	0.3400233903
730	0.3397727403
731	0.3396644466
732	0.3396479051
733	0.3396006362
734	0.3395809123
735	0.3395723553
736	0.3394553238
737	0.3392754237
738	0.3391727962
739	0.3391392793
740	0.3390751993
741	0.3388298585
742	0.3386543119
743	0.3386462766
744	0.3384654338
745	0.3383834171
746	0.3383456775
747	0.3382268025
748	0.3381280135
749	0.3380188984
750	0.3379428007
751	0.3378549079
752	0.337827532
753	0.337794237
754	0.3375432751
755	0.3372700888
756	0.3372544598
757	0.3371444983
758	0.3370202862
759	0.3368929695
760	0.3368420852
761	0.3367514886
762	0.3365793764
763	0.3364997609
764	0.336492098
765	0.3364845154
766	0.3364481579
767	0.3363936254
768	0.3363593776
769	0.3361807038
770	0.3360691517
771	0.3359783838
772	0.3358142359
773	0.3357162127
774	0.3356353804
775	0.3355163102
776	0.3354874864
777	0.3354680873
778	0.3353556063
779	0.3352499853
780	0.3351388204
781	0.3350498101
782	0.3349159883
783	0.3349112868
784	0.33476784
785	0.3344446349
786	0.3344357766
787	0.3341614023
788	0.3340548333
789	0.3338705758
790	0.3337592253
791	0.3337522547
792	0.3336724838
793	0.3336064162
794	0.3335674875
795	0.3335488657
796	0.3334959442
797	0.3332389929
798	0.3331923619
799	0.3329577513
800	0.3329511524
801	0.3329446226
802	0.332918557
803	0.3329121634
804	0.3328930983
805	0.3327940242
806	0.3326541325
807	0.3325332973
808	0.3323446453
809	0.3323406191
810	0.332330049
811	0.3322329143
812	0.3321692277
813	0.332118206
814	0.3321143207
815	0.332024659
816	0.3320187606
817	0.3319732567
818	0.3319172616
819	0.3319122115
820	0.331902064
821	0.3317504186
822	0.3316980617
823	0.3315423714
824	0.3313982895
825	0.3312990829
826	0.3312478109
827	0.3311514953
828	0.3310094027
829	0.3308999456
830	0.3308205447
831	0.3307622324
832	0.3306117937
833	0.3303635407
834	0.3302127036
835	0.3301771409
836	0.330173539
837	0.3300519282
838	0.3300315118
839	0.330027988
840	0.3299908593
841	0.3298805965
842	0.3298525669
843	0.3297483755
844	0.3296278731
845	0.3296043586
846	0.3295169055
847	0.3294725907
848	0.3294659093
849	0.3292658026
850	0.3291718626
851	0.3290968015
852	0.3290006224
853	0.3288919096
854	0.3287019638
855	0.3285404134
856	0.3283881674
857	0.3283470847
858	0.3282307997
859	0.328056605
860	0.3277628697
861	0.327618318
862	0.3275316067
863	0.327505164
864	0.3274269528
865	0.327407759
866	0.3272860715
867	0.3271709852
868	0.3270019361
869	0.3269671413
870	0.3268864287
871	0.3267821401
872	0.3267512471
873	0.3267152283
874	0.3265997309
875	0.3265637137
876	0.3264483974
877	0.3262979103
878	0.3261887148
879	0.3260282179
880	0.3259555499
881	0.3256635646
882	0.3256325992
883	0.3255575599
884	0.3253135136
885	0.3252091248
886	0.3251426577
887	0.3251243087
888	0.3250415365
889	0.3249407155
890	0.3248665009
891	0.324719188
892	0.3245387658
893	0.3244473145
894	0.3243574827
895	0.3242891007
896	0.3242740297
897	0.3242594866
898	0.3241333495
899	0.324093668
900	0.3239987023
901	0.3239853777
902	0.323944265
903	0.3237085729
904	0.3236543587
905	0.3235703094
906	0.3234402673
907	0.3233651668
908	0.3231831729
909	0.3230851467
910	0.3230276376
911	0.3228687908
912	0.3228646992
913	0.3227179324
914	0.3226394029
915	0.3225782566
916	0.3223396041
917	0.3222734539
918	0.3221740997
919	0.3220874141
920	0.3220043259
921	0.3219881183
922	0.3219077808
923	0.3217154837
924	0.3216524476
925	0.3216036202
926	0.3214636331
927	0.321332989
928	0.3213006734
929	0.3211444018
930	0.3209875529
931	0.3208485745
932	0.3208138826
933	0.3206849164
934	0.3206367462
935	0.3205793115
936	0.3204946404
937	0.3204242474
938	0.3203360085
939	0.3200942048
940	0.3198916185
941	0.3197937672
942	0.3196513281
943	0.3196180398
944	0.3195359681
945	0.3194641794
946	0.3193179554
947	0.3191992584
948	0.3190809487
949	0.3188561007
950	0.3187674622
951	0.3186948239
952	0.318557646
953	0.3184639442
954	0.3183586208
955	0.3182773178
956	0.3182406942
957	0.3181504758
958	0.3180942394
959	0.3180399357
960	0.3180210159
961	0.3179982903
962	0.3179631406
963	0.3179534954
964	0.3178180965
965	0.3176612173
966	0.3174443279
967	0.3173426548
968	0.3172808909
969	0.3171428668
970	0.3169871465
971	0.3168664331
972	0.3168082971
973	0.316681798
974	0.3165695846
975	0.3164336049
976	0.3163769166
977	0.31627547
978	0.3162435877
979	0.3161887297
980	0.3160264204
981	0.3160119064
982	0.3158535019
983	0.3157572592
984	0.3155489481
985	0.3155250462
986	0.3154383667
987	0.315404602
988	0.3151879799
989	0.3150663713
990	0.3150522682
991	0.3149780063
992	0.3148658934
993	0.3147877628
994	0.3146835175
995	0.3146215333
996	0.3145843507
997	0.3145665644
998	0.314447469
999	0.3142199785
